stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
3686,3686,"NB Hamptons BV @ Hamptons TC NW",,  51.143916,-114.147428,,,0
3687,3687,"NB  Hamptons BV @ Hampstead WY NW",,  51.141262,-114.144830,,,0
3688,3688,"SB Evanston VW @ Evansbrooke WY NW",,  51.166567,-114.121570,,,0
3689,3689,"EB Evanston VW @ Evansbrooke LI NW",,  51.164535,-114.119992,,,0
3690,3690,"EB Evanston VW @ Evanston RI NW",,  51.164264,-114.117595,,,0
3691,3691,"EB Evanston VW @ Evansmeade WY NW",,  51.164744,-114.113964,,,0
3692,3692,"NB Evanston VW @ Evansford RD NW",,  51.167269,-114.112493,,,0
3693,3693,"NB Symons Valley PY @ Evanston VW (East Leg)  NW",,  51.168605,-114.112507,,,0
3694,3694,"NB Symons Valley PY @ Evansford CL NW",,  51.170977,-114.109380,,,0
3698,3698,"SB Evanspark BV @ Evanston DR NW",,  51.173301,-114.118112,,,0
3699,3699,"SB Evanspark BV @ Evansview GA NW",,  51.170095,-114.118084,,,0
3700,3700,"WB Symons Valley PY @ Evanspark BV NW",,  51.168259,-114.118847,,,0
3701,3701,"SB Cortina DR @ Cortina WY SW",,  51.034059,-114.220994,,,0
3702,3702,"EB St Moritz DR @ Val Gardena PL SW",,  51.032261,-114.214483,,,0
3703,3703,"NB 77 ST SW @ Wentworth DR",,  51.054582,-114.199285,,,0
3704,3704,"NB 77 ST SW @ 9 AV SW",,  51.059809,-114.199312,,,0
3705,3705,"NB 77 ST SW @ Weston DR",,  51.063513,-114.199260,,,0
3706,3706,"EB Old Banff Coach RD @ 77 ST SW",,  51.066891,-114.198633,,,0
3707,3707,"SB 77 ST SW @ Weston DR",,  51.063063,-114.199601,,,0
3708,3708,"SB 77 ST SW @ 9 AV SW",,  51.059438,-114.199606,,,0
3709,3709,"SB 77 ST SW @ 10 AV SW",,  51.057622,-114.199630,,,0
3710,3710,"NB 77 ST SW @ 10 AV SW",,  51.058045,-114.199262,,,0
3713,3713,"NB 85 ST SW @ Strathlea AV",,  51.049074,-114.210734,,,0
3714,3714,"NB 85 ST SW @ Wentworth DR",,  51.057240,-114.210743,,,0
3715,3715,"NB 85 ST SW @ 8 AV SW",,  51.063605,-114.210845,,,0
3716,3716,"NB 85 ST SW @ 9 AV SW",,  51.060095,-114.210842,,,0
3717,3717,"EB Old Banff Coach RD @ 89 ST SW",,  51.066878,-114.215864,,,0
3718,3718,"SB 85 ST SW @ Old Banff Coach RD",,  51.066516,-114.211213,,,0
3719,3719,"SB 85 ST SW  @ 8 AVE SW",,  51.063115,-114.211174,,,0
3720,3720,"SB 85 ST SW @ 14 AV SW",,  51.044964,-114.211181,,,0
3721,3721,"SB 85 ST SW @ Aspen Summit BV",,  51.043012,-114.211184,,,0
3722,3722,"SB 85 ST SW @ Aspen Stone BV",,  51.040596,-114.211165,,,0
3724,3724,"SB 45 Street West LRT Station",,  51.038187,-114.152867,,,0
3725,3725,"SB 45 ST SW @ Grove Hill RD",,  51.033182,-114.152866,,,0
3726,3726,"SB Sierra Morena BV @ S Morena CL SW",,  51.014523,-114.176277,,,0
3727,3727,"WB Sierra Morena BV @ Sierra Madre CR SW",,  51.013131,-114.177844,,,0
3728,3728,"WB Sierra Morena BV @ Sierra Nevada CL SW",,  51.013395,-114.181678,,,0
3729,3729,"NB Sierra Morena BV @ Sierra Morena PA SW",,  51.014927,-114.185564,,,0
3730,3730,"NB Sierra Morena BV @ Sierra Morena GV SW",,  51.017071,-114.185662,,,0
3731,3731,"NB Sierra Morena BV @ Sierra Morena CO SW",,  51.019305,-114.186033,,,0
3732,3732,"EB 17 AV SW @ 69 Street West LRT Station",,  51.037648,-114.186189,,,0
3733,3733,"NB 45 ST SW @ N. of Richmond RD",,  51.019599,-114.152695,,,0
3734,3734,"NB 45 ST SW @ 35 AV SW",,  51.022677,-114.152378,,,0
3735,3735,"NB 45 ST SW @ 30 AV SW",,  51.027139,-114.152388,,,0
3736,3736,"NB 45 ST SW @ 26 AV SW",,  51.030753,-114.152681,,,0
3737,3737,"NB 45 ST SW @ 25 AV SW",,  51.032890,-114.152754,,,0
3738,3738,"NB 45 Street West LRT Station",,  51.038227,-114.152665,,,0
3739,3739,"NB 45 ST SW @ 13 AV SW",,  51.041864,-114.152576,,,0
3740,3740,"NB 45 ST SW @ Rossmere RD",,  51.046787,-114.152554,,,0
3742,3742,"SB 84 ST SE @ 17 AV SE",,  51.039470,-113.908026,,,0
3743,3743,"NB 84 ST SE @ 17 AV SE",,  51.041004,-113.908306,,,0
3744,3744,"Westbrook LRT Station",,  51.040166,-114.136040,,,0
3745,3745,"26th Avenue SW Station (SB)",,  51.029738,-114.141304,,,0
3746,3746,"Richmond Road Station (SB)",,  51.022864,-114.141292,,,0
3747,3747,"Sarcee Road Station (EB)",,  51.012341,-114.140485,,,0
3748,3748,"Mount Royal University Terminal",,  51.014409,-114.133724,,,0
3751,3751,"54 Avenue SW Station (SB)",,  51.005437,-114.118236,,,0
3755,3755,"EB Heritage DR @ Elbow DR SW",,  50.979439,-114.082524,,,0
3756,3756,"Heritage LRT Station",,  50.978835,-114.075160,,,0
3761,3761,"54 Avenue SW Station (NB)",,  51.005343,-114.117693,,,0
3764,3764,"Mount Royal University Terminal",,  51.014084,-114.133599,,,0
3765,3765,"Sarcee Road Station (WB)",,  51.012577,-114.139418,,,0
3766,3766,"Richmond Road Station (NB)",,  51.022202,-114.140973,,,0
3767,3767,"26th Avenue SW Station (NB)",,  51.030262,-114.141029,,,0
3769,3769,"SB 69 ST SW @ 69 Street West LRT Station",,  51.037180,-114.187767,,,0
3770,3770,"SB Springborough BV @ Ambrose CI SW",,  51.033564,-114.192622,,,0
3771,3771,"SB Springborough BV @ Springborough GR SW",,  51.032441,-114.193817,,,0
3773,3773,"WB 26 AV SW @ 77 ST SW",,  51.030650,-114.197481,,,0
3774,3774,"SB 77 ST SW @ Spring Valley VW",,  51.028502,-114.199447,,,0
3775,3775,"SB Springbluff BV @ Spring Valley WY SW",,  51.023592,-114.199500,,,0
3776,3776,"SB Springbluff BV @ Springbluff LN SW",,  51.022253,-114.199182,,,0
3777,3777,"EB Springbluff BV @ Springbank WY SW",,  51.020535,-114.194308,,,0
3778,3778,"EB Springbank GA @ Springbluff BV SW",,  51.021328,-114.190253,,,0
3779,3779,"WB Springbluff  BV @ Springbank GA SW",,  51.021385,-114.190749,,,0
3780,3780,"WB Springbluff BV @ Springbank WY SW",,  51.020772,-114.195207,,,0
3781,3781,"NB Springbluff BV @ Springbluff LN SW",,  51.022511,-114.199066,,,0
3782,3782,"NB 77 ST SW @ Spring Valley WY",,  51.024286,-114.199202,,,0
3783,3783,"NB 77 ST SW @ Spring Valley VW",,  51.028802,-114.199215,,,0
3784,3784,"EB 26 AVE SW @ E. of 77 ST SW",,  51.030463,-114.196493,,,0
3785,3785,"NB 69 ST SW @ 69 Street West LRT Station",,  51.037152,-114.187355,,,0
3786,3786,"WB Old Banff Coach RD @ Coulee WY SW",,  51.067166,-114.194057,,,0
3788,3788,"EB 12 AV SW @ 2 ST SW",,  51.041493,-114.068727,,,0
3791,3791,"WB 10 AV @ E. of 14 ST SW",,  51.044231,-114.092994,,,0
3792,3792,"Sunalta LRT Station WB",,  51.044401,-114.099728,,,0
3795,3795,"Mount Royal University Terminal",,  51.014743,-114.133965,,,0
3796,3796,"Mount Royal University Terminal",,  51.014410,-114.133767,,,0
3797,3797,"Mount Royal University Terminal EB",,  51.014102,-114.133093,,,0
3798,3798,"WB MRU West Gate",,  51.014526,-114.133343,,,0
3800,3800,"EB Country Village RD @ Country Village  LI NE",,  51.160278,-114.066893,,,0
3801,3801,"EB  Country Village RD@ E.of Country Village LI NE",,  51.160481,-114.063780,,,0
3802,3802,"EB  Country Village  RD@ W.of Coventry Hills BV NE",,  51.161775,-114.058890,,,0
3803,3803,"NB 11 ST SE @ 20 AV SE",,  51.035485,-114.036666,,,0
3804,3804,"SB 11 ST SE @ 19 AV SE",,  51.036400,-114.036936,,,0
3805,3805,"SB 42 ST SE @ 110 AV SE",,  50.955881,-113.974156,,,0
3809,3809,"WB Coventry Hills WY @ Coventry DR NE",,  51.165511,-114.043628,,,0
3810,3810,"WB Coventry Hills WY @ Covewood LI NE",,  51.165019,-114.045917,,,0
3811,3811,"WB Coventry Hills WY @ W. of Covewood LI NE",,  51.164865,-114.048304,,,0
3812,3812,"WB Coventry Hills WY @ Covepark DR NE",,  51.164641,-114.052281,,,0
3813,3813,"WB Country Village RD @ Coventry Hills WY NE",,  51.162892,-114.057250,,,0
3814,3814,"WB Country Village RD @ W.of Coventry Hills WY NE",,  51.161652,-114.060079,,,0
3815,3815,"WB Coventry Hills RD @ E. of Country Village LI NE",,  51.160623,-114.065240,,,0
3816,3816,"NB Crowfoot CTrain Station",,  51.122691,-114.206871,,,0
3817,3817,"SB Crowfoot CTrain Station",,  51.122571,-114.207093,,,0
3818,3818,"SB Tuscany Springs HL @ Tusselwood DR NW",,  51.134627,-114.249843,,,0
3819,3819,"NB Tuscany Springs HL @ Tuscany WY NW",,  51.132580,-114.252577,,,0
3820,3820,"SB Tuscany WY @ Tuscany Springs HL NW",,  51.132075,-114.253119,,,0
3821,3821,"NB Tuscany WY @ Tuscany Ridge HT NW",,  51.130870,-114.251378,,,0
3822,3822,"SB Tuscany WY @ Tuscany Ridge HT NW",,  51.130443,-114.251575,,,0
3823,3823,"NB Tuscany WY @ Tuscany DR NW",,  51.129367,-114.250181,,,0
3824,3824,"NB Tuscany DR @ Tuscany Ridge CM NW",,  51.125784,-114.253944,,,0
3825,3825,"NB Tuscany DR @ Tuscany BV NW",,  51.121758,-114.254446,,,0
3826,3826,"WB Tuscany DR @ Tuscany Ridge CL NW",,  51.119506,-114.251596,,,0
3827,3827,"WB Tuscany DR @ Tuscany Glen RD NW",,  51.118704,-114.249242,,,0
3828,3828,"NB Tuscany Glen RD @ Tuscany Glen PA NW",,  51.116046,-114.250172,,,0
3829,3829,"NB Tuscany Glen PA @ Tuscany Estates DR NW",,  51.114609,-114.248743,,,0
3830,3830,"WB Tuscany Meadows DR @ Tuscany Meadows CL NW",,  51.114620,-114.244572,,,0
3831,3831,"SB Tuscany Ravine RD @ Tuscany DR NW",,  51.118486,-114.241895,,,0
3832,3832,"SB  Tuscany WY @ Tuscany Hills PA NW",,  51.120753,-114.243648,,,0
3833,3833,"SB Tuscany WY @ Tuscany BV NW",,  51.123456,-114.245930,,,0
3834,3834,"WB Tuscany BV @ Tuscany Valley VW NW",,  51.124991,-114.243480,,,0
3835,3835,"WB Tuscany BV @ Tuscany Springs BV NW",,  51.125611,-114.238884,,,0
3836,3836,"SB Tuscany Ravine RD @ Tuscany Meadows CM NW",,  51.116983,-114.240563,,,0
3837,3837,"EB Crowfoot CR @ 200 Crowfoot GA NW",,  51.128777,-114.200329,,,0
3838,3838,"WB Crowfoot CR @ Crowfoot GA NW",,  51.129235,-114.201073,,,0
3839,3839,"SB  Crowfoot CR @  Crowfoot TC NW",,  51.127963,-114.204666,,,0
3841,3841,"WB Country Hills BV @ W.Leg Hamptons BV NW",,  51.138948,-114.157778,,,0
3842,3842,"SB Nose Hill DR @ Arbour Lake WY NW",,  51.137122,-114.185269,,,0
3843,3843,"NB Symons Valley RD @ Kincora Glen RD NW",,  51.165901,-114.130012,,,0
3844,3844,"EB Symons Valley PY NW @ Symons Valley RD NW",,  51.167835,-114.130483,,,0
3845,3845,"Brentwood LRT Station",,  51.086763,-114.132446,,,0
3847,3847,"Brentwood LRT Station",,  51.086423,-114.132167,,,0
3850,3850,"NB Tuscany WY @ Tuscany  BV NW",,  51.125168,-114.246800,,,0
3851,3851,"NB Tuscany  WY @ Tuscany Valley HT NW",,  51.128770,-114.249659,,,0
3852,3852,"SB Tuscany Valley VW @ Tuscany  DR NW",,  51.129143,-114.242976,,,0
3853,3853,"SB Tuscany Valley VW @ Tuscany  Valley GA NW",,  51.126923,-114.243808,,,0
3855,3855,"EB 17 AV SW @ 85 ST SW",,  51.037814,-114.210483,,,0
3857,3857,"Crowfoot LRT Station",,  51.123704,-114.208211,,,0
3858,3858,"Crowfoot LRT Station",,  51.124323,-114.208174,,,0
3859,3859,"SB Beacon Hill CTR @ Canadian Tire",,  51.159819,-114.159768,,,0
3860,3860,"NB Sarcee TR @ Citadel GR NW",,  51.145159,-114.167993,,,0
3861,3861,"SB Sarcee TR @ Citadel BV NW",,  51.144054,-114.168418,,,0
3862,3862,"NB SarceeTR NW @ Beacon Hill SC",,  51.158138,-114.162019,,,0
3863,3863,"SB Beacon Hill CTR @ Shoppers Drug Mart",,  51.157634,-114.160177,,,0
3864,3864,"SB Sherwood BV @ Sherwood WY NW",,  51.159888,-114.146721,,,0
3865,3865,"NB Sherwood BV NW @ Sherwood WY NW",,  51.160366,-114.147392,,,0
3866,3866,"SB  Sherwood BV NW @ E. of Sherwood LI NW",,  51.160692,-114.149677,,,0
3868,3868,"NB 52 ST SE @ New Brighton DR",,  50.926314,-113.957833,,,0
3870,3870,"Douglas Glen Terminal",,  50.952187,-113.997086,,,0
3874,3874,"NB Ogden RD @ 69 AV SE",,  50.990751,-114.001543,,,0
3875,3875,"NB Ogden RD @ 38 AV SE",,  51.020499,-114.029921,,,0
3876,3876,"NB 11 ST SE @ 26 AV SE",,  51.031202,-114.036611,,,0
3877,3877,"WB Silverado Skies DR @ Silverado Skies LI SW",,  50.887976,-114.079874,,,0
3878,3878,"WB Silverado Skies DR @ Silverado Skies MR SW",,  50.888255,-114.083454,,,0
3880,3880,"WB 4 AV SE @ 1 ST SE",,  51.049379,-114.060038,,,0
3881,3881,"WB 4 AV SW @ 2 ST SW",,  51.049567,-114.067532,,,0
3882,3882,"SB 5 ST SW @ 8 AV SW",,  51.046073,-114.073953,,,0
3883,3883,"EB 9 AV SW @ 2 ST SW",,  51.044682,-114.068940,,,0
3884,3884,"EB 9 AV S @ Centre ST S",,  51.044508,-114.062344,,,0
3886,3886,"EB 9 AV @ 6 ST SE",,  51.043984,-114.048665,,,0
3887,3887,"EB 9 AV SE @ 8 ST SE",,  51.043142,-114.041014,,,0
3889,3889,"EB 26 AV SE @ 11 ST SE",,  51.030515,-114.035799,,,0
3890,3890,"SB Ogden RD @ Highfield BV SE",,  51.020424,-114.030386,,,0
3891,3891,"SB Ogden RD @ 69 AV SE",,  50.990623,-114.001822,,,0
3896,3896,"EB 130 AV SE @ 48 ST SE",,  50.931827,-113.964176,,,0
3897,3897,"SB 52 ST SE @ Prestwick GA",,  50.926688,-113.958411,,,0
3900,3900,"YYC Airport Domestic Terminal",,  51.132649,-114.010976,,,0
3902,3902,"WB 114 AV SE (WBay) @ 29 ST SE",,  50.952234,-113.997211,,,0
3904,3904,"EB Quarry Park BV @ 18 ST SE",,  50.963316,-114.010487,,,0
3905,3905,"NB Macleod TR @ 7 AVE SE",,  51.046492,-114.057951,,,0
3906,3906,"EB 9 AV SE @ E. of 6 St SE",,  51.043830,-114.046877,,,0
3909,3909,"SB Ogden RD @ 69 AV SE",,  50.990647,-114.001820,,,0
3911,3911,"NB Centre ST S @ 4 AV S",,  51.049686,-114.062587,,,0
3913,3913,"NB 11 ST SE @ 26 AV SE",,  51.031228,-114.036567,,,0
3914,3914,"EB Quarry Park BV @ 18 ST SE",,  50.963315,-114.010514,,,0
3915,3915,"SB Silverado Ridg LI @ Silverado Skies DR SW",,  50.888373,-114.086391,,,0
3917,3917,"EB 9 AV SE @ 6 ST SE",,  51.043968,-114.048615,,,0
3919,3919,"SB Silverado Ridge LI @ Silverado BV SW",,  50.886528,-114.085624,,,0
3920,3920,"SB Silverado BV @ Silverado Ranch WY SW",,  50.885111,-114.087248,,,0
3921,3921,"WB Promenade WY @ E.Leg Promenade PA SE",,  50.913348,-113.961253,,,0
3922,3922,"SB Silverado BV @ Silverado Crest LD SW",,  50.882896,-114.087159,,,0
3923,3923,"EB 18 ST SE @ 24 ST SE",,  50.956186,-114.002562,,,0
3924,3924,"EB Silverado WY @ Silverado Plains CL SW",,  50.881416,-114.084502,,,0
3925,3925,"EB 69 AV SW @ 7 ST SW",,  50.991375,-114.079900,,,0
3926,3926,"WB Everridge DR @ 24 St SW",,  50.910939,-114.117804,,,0
3927,3927,"NB  Everridge DR @ Evermeadow GA SW",,  50.911349,-114.121990,,,0
3928,3928,"NB  Everridge DR @ Evermeadow AV SW",,  50.914359,-114.123327,,,0
3929,3929,"NB Sheriff King ST @ Silverado WY SW",,  50.881618,-114.070850,,,0
3930,3930,"NB  Everridge DR @ Everhollow RI SW",,  50.917866,-114.124021,,,0
3931,3931,"NB Beacon Hill Ctr @ Canadian Tire",,  51.160601,-114.159411,,,0
3932,3932,"EB  Fish Creek  BV @ Everridge DR SW",,  50.921209,-114.122435,,,0
3933,3933,"EB Fish Creek BV @ 100M W. of 24 ST SW",,  50.921214,-114.117881,,,0
3934,3934,"EB Fish Creek BV @ Everstone DR SW",,  50.917506,-114.105090,,,0
3935,3935,"WB  Everridge DR @ Eversyde ST SW",,  50.911227,-114.109449,,,0
3936,3936,"NB Hawkwood DR @ John Laurie BV NW",,  51.126000,-114.188076,,,0
3937,3937,"EB New Brighton GA @ 52 ST SE",,  50.918141,-113.957228,,,0
3938,3938,"WB New Brighton GA @ New Brighton DR SE",,  50.918489,-113.955384,,,0
3939,3939,"SB  New Brighton DR @ New Brighton MR SE",,  50.917136,-113.954206,,,0
3940,3940,"WB Fish Creek BV @ James McKevitt  RD SW",,  50.917782,-114.100989,,,0
3941,3941,"WB  New Brighton DR @ New Brighton GD SE",,  50.916225,-113.952373,,,0
3943,3943,"SB Fish Creek BV @ Everbrook DR SW",,  50.917936,-114.110114,,,0
3944,3944,"EB 5 AV SW @ 9 ST SW",,  51.048867,-114.082674,,,0
3945,3945,"EB Stonehaven DR @ Elbow DR SW",,  50.956038,-114.083058,,,0
3954,3954,"WB 3 AV NW @ 34A ST NW",,  51.059130,-114.139036,,,0
3955,3955,"NB 53 ST NW @ Dalhurst GA",,  51.113680,-114.155843,,,0
3956,3956,"SB 53 ST NW @ N.Leg Dalhousie DR",,  51.113235,-114.156771,,,0
3957,3957,"Canyon Meadows LRT Station (NB Lake Fraser DR)",,  50.937105,-114.066873,,,0
3960,3960,"SB Dalhousie CTrain Station",,  51.103403,-114.161068,,,0
3961,3961,"SB Fairmount DR @ Willow PK DR SE",,  50.958025,-114.059274,,,0
3962,3962,"SB Fairmount DR @ 99 AV SE",,  50.961179,-114.058790,,,0
3963,3963,"NB Lake Fraser DR @ S. of Lake Fraser GR SE",,  50.945203,-114.068399,,,0
3965,3965,"WB Lake Bonavista DR @ Lake Rosen CR SE",,  50.947341,-114.063281,,,0
3966,3966,"WB 32 AV NW @ Collegiate BV",,  51.081593,-114.138072,,,0
3967,3967,"WB Everstone BV @ James McKevitt RD SW",,  50.910939,-114.101087,,,0
3968,3968,"NB Copperfield BV @ Copperfield CL SE",,  50.910169,-113.944716,,,0
3969,3969,"WB Copperfield BV @ W. of Copperfield CR SE",,  50.908289,-113.942335,,,0
3970,3970,"WB Copperfield BV @ Copperfield CR SE",,  50.908804,-113.939877,,,0
3971,3971,"NB Copperfield BV @ Copperfield GV SE",,  50.909174,-113.938691,,,0
3972,3972,"EB Copperfield BV @ Copperfield LN SE",,  50.908158,-113.941091,,,0
3973,3973,"SB Copperfield BV @ Copperfield GD SE",,  50.909355,-113.944897,,,0
3974,3974,"NB Barlow TR @ Airport RD NE",,  51.135353,-114.000277,,,0
3975,3975,"EB McKenzie Towne LI @ 52 ST SE",,  50.914394,-113.956007,,,0
3976,3976,"WB McKenzie Towne LI @ 52 ST SE",,  50.913958,-113.956939,,,0
3977,3977,"WB 80 AV NE @ Saddlecreek GA",,  51.125299,-113.954817,,,0
3978,3978,"EB Sunpark PZ @ W. of Sunpark DR SE",,  50.901805,-114.057813,,,0
3979,3979,"WB Sunpark  PZ @ Sunpark  DR SE",,  50.901119,-114.055936,,,0
3980,3980,"NB Sunpark  PZ @ Sundance Place PARK SE",,  50.902794,-114.057808,,,0
3981,3981,"EB Dalhousie DR @ Dalham CR NW",,  51.106229,-114.158333,,,0
3982,3982,"Mount Royal University Station (NB)",,  51.107382,-114.161331,,,0
3983,3983,"WB Varsity DR @ 48 ST NW",,  51.093981,-114.158024,,,0
3984,3984,"WB Varsity DR @ Shaganappi TR NW",,  51.093611,-114.155761,,,0
3985,3985,"WB Varsity DR @ Viscount DR NW",,  51.093029,-114.152569,,,0
3986,3986,"WB Varsity DR @ 41 ST NW",,  51.092477,-114.149461,,,0
3987,3987,"WB Varsity DR @ Vancouver CR NW",,  51.090439,-114.144116,,,0
3988,3988,"WB Varsity DR @ 37 ST NW",,  51.089148,-114.141710,,,0
3989,3989,"SB 37 ST NW @ Varsity DR",,  51.088387,-114.141457,,,0
3990,3990,"EB Varsity DR @ Vancouver CR NW",,  51.089986,-114.143587,,,0
3991,3991,"EB Varsity DR @ 41 ST NW",,  51.092105,-114.148227,,,0
3992,3992,"EB Varsity DR @ Viscount DR NW",,  51.092730,-114.151730,,,0
3993,3993,"NB Crestmount  DR @ Crestmount WY SW",,  51.084138,-114.263033,,,0
3994,3994,"EB Varsity DR @ 48 ST NW",,  51.093675,-114.156900,,,0
3995,3995,"EB Crestmount DR @ Cresthaven RI SW",,  51.082687,-114.265561,,,0
4000,4000,"Dalhousie LRT Station WB",,  51.103917,-114.159000,,,0
4001,4001,"Dalhousie LRT Station WB",,  51.104067,-114.158891,,,0
4002,4002,"Dalhousie LRT Station NB",,  51.104160,-114.158285,,,0
4003,4003,"Dalhousie LRT Station NB",,  51.104132,-114.158244,,,0
4004,4004,"EB Hamptons BV @ Hamptons SQ NW",,  51.144516,-114.157808,,,0
4005,4005,"NB Hamptons BV @ Hamptons GR NW",,  51.143652,-114.161093,,,0
4006,4006,"WB Hamptons BV @ Hampshire CI NW",,  51.141412,-114.159600,,,0
4007,4007,"NB Hamptons BV @ Hampshire CL NW",,  51.140540,-114.157051,,,0
4009,4009,"NB Royal Oak DR @ 200 Royal Birch ME NW",,  51.146704,-114.215431,,,0
4010,4010,"EB Arbour Lake WY @ Arbour Ridge WY NW",,  51.137661,-114.186009,,,0
4011,4011,"SB Edgepark BV @ Edgebyne CR NW",,  51.128499,-114.156033,,,0
4012,4012,"SB Edgepark BV @ Edgeland RI NW",,  51.132108,-114.158342,,,0
4013,4013,"NB Edgepark  BV @  Edgepark  RI NW",,  51.133178,-114.157947,,,0
4014,4014,"NB Edgepark BV @ Edgebyne CR NW",,  51.129190,-114.156348,,,0
4015,4015,"NB Edgedale DR @ Edgehill DR NW",,  51.122947,-114.157075,,,0
4016,4016,"NB Edgedale DR @ Edegehill DR NW",,  51.120154,-114.159090,,,0
4017,4017,"NB 53 ST NW @ Dalhart DR",,  51.111311,-114.158304,,,0
4018,4018,"SB Dalhousie DR @ Dalcastle DR NW",,  51.114474,-114.165555,,,0
4019,4019,"WB Dalhousie DR @ Dalmeny GA NW",,  51.116100,-114.161797,,,0
4020,4020,"SB Edgedale DR @ Edgehill DR NW",,  51.121836,-114.157958,,,0
4021,4021,"SB Edgedale DR @ Edgehill DR NW",,  51.119361,-114.158667,,,0
4022,4022,"Dalhousie LRT Station EB",,  51.103439,-114.158958,,,0
4023,4023,"Dalhousie LRT Station EB",,  51.103400,-114.158832,,,0
4024,4024,"SB Cresthaven RI @ Crestmont BV SW",,  51.085378,-114.266801,,,0
4025,4025,"Dalhousie LRT Station NB",,  51.103777,-114.158080,,,0
4026,4026,"NB Dalton DR @ Dalton BA NW",,  51.106264,-114.146455,,,0
4027,4027,"WB Dalhart RD @ Dalton DR NW",,  51.107458,-114.146710,,,0
4028,4028,"WB 24 AV NW @ Collegiate RD",,  51.074354,-114.143785,,,0
4030,4030,"EB 14 AV NW @ 20A ST NW",,  51.065118,-114.108603,,,0
4031,4031,"EB 14 AV NW @ 22 ST NW",,  51.065110,-114.113015,,,0
4032,4032,"NB 22A ST NW @ N. of 12 AV NW",,  51.064016,-114.114967,,,0
4033,4033,"WB 24 AV NW @ Upton PL",,  51.074527,-114.136001,,,0
4034,4034,"EB Chapala WY @ Chapala DR SE",,  50.881149,-114.028573,,,0
4035,4035,"EB 24 AV NW @ Collegiate RD",,  51.074220,-114.140458,,,0
4036,4036,"EB 24 AV NW @ Upper PL",,  51.074168,-114.131983,,,0
4037,4037,"SB 39 ST NW @ 32 AV NW",,  51.080667,-114.145119,,,0
4038,4038,"EB Unwin RD @ Usher RD NW",,  51.071922,-114.126968,,,0
4039,4039,"SB Uxbridge DR @ Unwin RD NW",,  51.070530,-114.129995,,,0
4040,4040,"SB 24 ST NW @ Chicoutimi DR",,  51.084860,-114.117997,,,0
4041,4041,"SB 24 ST NW @ Charlebois DR",,  51.082549,-114.118012,,,0
4043,4043,"EB 40 AV NW @ 36 ST NW",,  51.087094,-114.138252,,,0
4044,4044,"NB Chapala DR @ Chapman CI SE",,  50.879324,-114.031092,,,0
4045,4045,"SB Brisebois DR @ Barr RD NW",,  51.090596,-114.132151,,,0
4046,4046,"WB Northmount DR @ Brantford CR NW",,  51.090054,-114.120730,,,0
4047,4047,"WB Northmount DR @ 26 ST NW",,  51.090470,-114.122647,,,0
4048,4048,"WB Northmount DR @ Bennett CR NW",,  51.091968,-114.126125,,,0
4049,4049,"SB Brisebois DR @ Capri AV NW",,  51.095397,-114.126569,,,0
4050,4050,"EB Northmount DR @ Bowlen ST NW",,  51.090623,-114.123352,,,0
4051,4051,"EB Northmount DR @ Brantford DR NW",,  51.089878,-114.120527,,,0
4052,4052,"SB 48 ST NW @ 23 AV NW",,  51.079405,-114.159703,,,0
4053,4053,"WB 48 ST NW @ 22 AV NW",,  51.077108,-114.159944,,,0
4054,4054,"WB 48 ST NW @ 19 AV NW",,  51.075388,-114.163176,,,0
4060,4060,"SB 77 ST NW @ 46 AV NW",,  51.093748,-114.199432,,,0
4061,4061,"SB 77 ST NW @ 43 AV NW",,  51.090663,-114.199419,,,0
4062,4062,"NB 77 ST NW @ S. of 43 AV NW",,  51.090784,-114.199226,,,0
4063,4063,"WB 46 AV NW @ 77 ST NW",,  51.094148,-114.199951,,,0
4064,4064,"WB 46 AV NW @ 81 ST NW",,  51.094152,-114.205764,,,0
4069,4069,"WB 40 AV NW @ W. of Shaganappi TR",,  51.088358,-114.156498,,,0
4070,4070,"EB 40 AV NW @ 40 ST NW",,  51.088196,-114.146910,,,0
4071,4071,"EB 40 AV NW @ Vardale RD",,  51.087800,-114.142864,,,0
4072,4072,"SB Bowwood DR @ 31 AV NW",,  51.080342,-114.174239,,,0
4073,4073,"WB 31 AV NW @ Bowview RD",,  51.080688,-114.178845,,,0
4079,4079,"WB Aspen WY @ Silver Birch WY NW",,  51.090947,-114.217341,,,0
4080,4080,"WB Bowfort RD @ Bowridge DR NW",,  51.085075,-114.209853,,,0
4081,4081,"WB 40 AV NW @ 42 ST NW",,  51.088374,-114.151641,,,0
4082,4082,"NB 24 ST NW @ Cherokee DR",,  51.084783,-114.117787,,,0
4083,4083,"SB 21 ST SW @ 51 AV SW",,  51.007036,-114.112011,,,0
4084,4084,"NB 52 ST NE @ 80 AV NE",,  51.125602,-113.958142,,,0
4085,4085,"WB Country Village WY @ Country Village LINK NE",,  51.156637,-114.067011,,,0
4086,4086,"NB Saddlebrook DR @ Saddlelake WY NE",,  51.131626,-113.929338,,,0
4088,4088,"WB Martindale BV @ Martha's WY NE",,  51.122678,-113.961593,,,0
4089,4089,"SB Martindale DR @ Martindale BV NE",,  51.120944,-113.954275,,,0
4090,4090,"NB Crestmont BV @ West Valley RD SW",,  51.087582,-114.248805,,,0
4091,4091,"EB Martindale BV @ Martha's CL NE",,  51.122182,-113.962926,,,0
